,File,Specie ID,Fdom,FminVoc,FmaxVoc,FCC1,FCC2,FCC3,FCC4,FCC5,FCC6,FCC7,FCC8,FCC9,FCC10,FCC11,FCC12,FCC13,FCC14,FCC15,FCC16,FCC17,FCC18,FCC19,FCC20,FCC21,FCC22,FCC23,SpectralCentroid,Bandwidth,SpectralFlatness,Length,DeltaFreq
308,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,2066.851371951219,1722.65625,5469.43359375,2.4145,0.39469,0.16326,-18.056,2.0303,0.19511,-0.0085022,-18.299,2.2854,0.19924,0.50612,-18.529,1.8164,-0.1716,0.10459,-0.1132,-0.19936,-0.18876,-0.019555,-0.18173,-0.042371,-0.085628,-0.11488,3861.88495688451,810.3464365852461,0.4501658380031586,0.4179591836734695,3746.77734375
311,JAGUAS253_20121114_082107.wav,Hyloxalus,4413.928496570122,4026.708984375,4457.373046875,-0.50647,-0.26718,0.030456,-31.322,-0.31372,0.82797,1.1154,-29.66,-0.23003,0.43682,0.11554,-29.848,1.1808,0.061618,0.10438,-0.041631,0.56241,0.1096,0.024641,0.70556,0.60901,-0.73518,-0.54803,4268.578169020016,99.4475564263215,0.6074351072311401,0.2786394557823133,430.6640625
313,JAGUAS253_20121114_082107.wav,Hyloxalus,4327.963748094512,4112.841796875,4608.10546875,-0.95326,1.0934,0.5312,-29.882,-0.070288,-0.48528,0.28728,-28.612,0.043838,-0.15681,0.59045,-28.9,1.3611,-0.11355,-0.12714,-0.17791,0.77144,-0.40232,-0.21945,0.61339,0.21713,0.81098,-0.23684,4334.315467110364,116.8828909169388,0.6542943716049194,0.3018594104308399,495.263671875
314,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,2713.141577743902,2670.1171875,4952.63671875,1.0089,0.28769,-0.31703,-19.438,1.3207,0.034371,-0.34476,-19.236,1.4237,-0.074313,0.11808,-19.603,0.97448,0.032441,0.40949,0.079148,-0.011459,-0.085084,0.24217,-0.38463,-0.38054,0.18004,0.15957,3869.961647854038,534.9301136912297,0.563585102558136,0.5108390022675735,2282.51953125
316,JAGUAS253_20121114_082107.wav,Hyloxalus,4349.475943216464,4112.841796875,4414.306640625,-0.89898,-0.10451,0.26499,-29.901,0.14682,0.061197,0.044149,-32.201,-0.024245,-0.17524,0.073712,-32.911,0.30023,0.44885,0.52184,-0.596,0.39973,0.18445,0.085617,-0.96531,-0.36066,0.22919,0.33448,4277.01756393431,62.03323910250076,0.5068813562393188,0.1741496598639456,301.46484375
317,JAGUAS253_20121114_082107.wav,Hyloxalus,4435.524723704269,4112.841796875,4435.83984375,-0.25326,0.66309,0.28982,-30.751,-0.128,0.28741,-0.41092,-31.379,0.41766,1.1528,-0.40077,-33.398,-0.19638,0.70405,-0.10156,-0.31273,0.018961,0.013654,-0.13046,-1.8636,-0.36965,-0.036556,0.49998,4281.195154983882,72.53619225862477,0.6627400517463684,0.2089795918367354,322.998046875
321,JAGUAS253_20121114_082107.wav,Hyloxalus,0.0,4112.841796875,4392.7734375,0.46674,-0.54223,-0.11269,-33.283,-0.14517,-0.86352,-0.60656,-33.76,0.8458,0.84895,0.059129,-33.347,0.82477,2.1748,0.51563,-0.2397,0.11934,0.90566,0.20944,0.53376,0.29544,0.82355,0.47519,4272.454599035575,65.1492212928841,0.6470839381217957,0.1857596371882089,279.931640625
322,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,2196.344702743902,2153.3203125,5124.90234375,1.1423,0.42353,0.073706,-18.851,1.8313,-0.34893,0.56925,-19.448,1.9223,-0.12292,0.1711,-19.47,1.5344,0.029918,0.60391,0.0064575,0.13073,-0.13121,0.17673,-0.33022,-0.53843,0.46265,-0.031366,3685.271845208507,649.3591605635562,0.5898582339286804,0.452789115646258,2971.58203125
324,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,1830.238233612805,1744.189453125,5189.501953125,1.6834,0.17035,0.47169,-16.395,1.8275,0.043325,0.28137,-16.161,2.0103,0.0056562,0.25887,-16.211,2.0006,-0.21326,0.067155,0.021459,0.10572,-0.12787,-0.13485,0.035417,-0.076884,-0.045946,-0.00069659,3830.542775789027,863.2838540561315,0.6630143523216248,0.7778684807256244,3445.3125
325,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,1873.262623856707,1744.189453125,5211.03515625,1.9596,0.16308,0.18241,-18.946,1.9685,0.1119,0.081613,-18.538,2.0062,-0.00068493,0.4144,-18.737,1.8939,-0.014696,0.36285,-0.0127,-0.021887,-0.05926,0.060148,0.024101,-0.060601,0.018585,0.024622,3828.472008964475,619.0887361791498,0.4297657012939453,0.5340589569161001,3466.845703125
326,JAGUAS253_20121114_082107.wav,Hyloxalus,4306.451552972561,4112.841796875,4414.306640625,-0.86776,0.040076,0.40056,-34.114,0.74891,-0.31382,0.39859,-32.165,0.40795,0.075081,0.49522,-32.21,-0.50822,-0.23413,0.88437,0.26281,0.11985,-0.091401,0.16127,0.535,-1.2664,0.022344,0.19556,4272.664903228124,78.84935177870574,0.6639760732650757,0.1625396825396823,301.46484375
327,JAGUAS253_20121114_082107.wav,Hyloxalus,0.0,4134.375,4478.90625,0.30647,0.63415,1.0786,-31.42,1.0141,-0.086482,0.57242,-30.831,1.1226,-0.58847,0.47033,-31.731,1.1013,-0.6751,-0.016595,0.067038,0.26493,-0.43642,-0.36507,-0.70602,-0.36446,0.317,0.0096386,4294.135736341682,80.85903925560994,0.6396822333335876,0.2205895691609978,344.53125
328,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,1873.22060785061,1701.123046875,5383.30078125,2.3697,-0.0053287,0.29085,-15.332,2.0532,-0.015783,0.23182,-15.942,2.0874,-0.014959,0.36603,-15.742,2.1593,-0.17854,0.29898,0.072374,-0.070117,-0.057737,0.0027107,-0.21371,0.1942,-0.076564,-0.0040097,3852.359619516729,751.8555991550245,0.5078771710395813,0.8010884353741492,3682.177734375
331,JAGUAS253_20121114_082107.wav,Hyloxalus,4241.914967606707,4112.841796875,4414.306640625,0.14457,1.2333,-0.21734,-34.238,0.5643,-0.25406,-0.42218,-33.799,0.23426,-1.9039,0.066161,-33.161,-0.51052,-0.86724,0.038162,0.71268,-0.21836,-0.70017,0.085168,-0.21113,-0.58225,1.262,0.08842,4283.804016206359,68.0877151082813,0.613507866859436,0.1625396825396805,301.46484375
333,JAGUAS253_20121114_082107.wav,Hyloxalus,4435.461699695122,4048.2421875,4435.83984375,0.69968,0.12603,-0.11444,-30.365,-0.12476,-0.057587,0.6416,-31.071,0.26023,-0.2785,0.36275,-30.544,0.64683,-0.37347,0.68783,-0.12088,-0.017616,-0.1665,0.26742,0.35527,0.60552,0.044323,-0.21549,4263.967793478671,90.16233530642138,0.6802361011505127,0.2438095238095244,387.59765625
334,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,1894.732802972561,1701.123046875,5103.369140625,1.7363,0.24613,0.15553,-19.384,1.8442,0.21813,-0.26071,-19.566,1.8758,0.27535,0.062073,-19.656,1.6587,0.44407,0.28642,-0.29907,-0.025869,0.065981,0.043629,0.26766,-0.16253,0.09836,0.32029,3801.964577546881,772.0023241145434,0.5199732184410095,0.4992290249433076,3402.24609375
335,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,1808.684022484756,1701.123046875,5081.8359375,2.067,0.17278,-0.38864,-20.77,1.3302,0.20986,-0.23942,-21.444,1.7184,0.1324,0.063941,-21.034,1.9038,0.041559,0.35574,-0.22,-0.054393,-0.043742,0.24812,0.40222,0.46112,-0.063957,0.07129,3608.368991692262,707.8918612782202,0.5439461469650269,0.3831292517006801,3380.712890625
338,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,2799.211366234756,2691.650390625,5211.03515625,0.97487,-0.10947,0.55492,-21.691,1.3571,0.033318,-0.013802,-21.279,1.7401,-0.010199,-0.18519,-21.617,1.6459,-0.043841,0.093109,0.033918,0.22366,0.021876,-0.15394,-0.18345,-0.23819,-0.088214,0.42351,3903.109505567802,552.605209151871,0.4842812716960907,0.348299319727893,2519.384765625
340,JAGUAS253_20121114_082107.wav,Hyloxalus,0.0,4134.375,4435.83984375,0.86685,1.1948,-0.37938,-30.761,1.1028,0.28425,0.036811,-32.136,-0.032406,0.39794,0.58633,-31.902,0.35968,-0.014023,0.16461,-0.44553,-0.16906,-0.40293,0.18133,0.2143,0.078075,0.24927,-0.41896,4282.152899490631,69.91016049802951,0.6011495590209961,0.1973696145124713,301.46484375
341,JAGUAS253_20121114_082107.wav,Hyloxalus,0.0,4112.841796875,4392.7734375,0.53217,0.57745,0.46114,-32.572,-0.62626,1.4331,0.58253,-32.264,-0.19822,0.93791,-0.0052926,-32.26,1.09,-0.079839,-0.50563,-0.0556,0.18594,-0.2191,-0.32226,0.24161,1.2233,-0.9367,-0.31086,4267.620992926329,67.36746281693657,0.6858065724372864,0.1857596371882089,279.931640625
345,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,2066.830363948171,1701.123046875,5038.76953125,1.6097,0.22592,0.33136,-21.081,1.7069,-0.11269,0.21738,-21.156,1.9905,-0.0043944,-0.011923,-21.679,1.7337,-0.088563,0.013869,-0.016934,0.04134,-0.10483,-0.10583,-0.53543,-0.17701,0.12722,0.069886,3743.437936274356,743.8131890580792,0.5833697319030762,0.3599092970521554,3337.646484375
348,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,1873.22060785061,1701.123046875,4888.037109375,2.0393,-0.050488,-0.062321,-22.144,0.98291,-0.29765,0.058732,-22.311,1.5038,0.45015,0.14926,-22.694,1.6559,0.1515,0.52334,0.062711,-0.1278,0.067331,0.19522,-0.56042,0.60423,-0.025741,0.12651,3397.676699662315,640.1305182211994,0.5411797165870667,0.3366893424036306,3186.9140625
349,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,3100.466129954269,2777.783203125,5017.236328125,1.1562,0.084763,0.0099483,-23.656,0.86041,-0.13125,0.49151,-23.908,0.8299,0.15926,0.30469,-24.153,1.1002,0.3891,0.035649,-0.34144,-0.018638,0.10145,0.008567,0.14074,0.28305,0.22293,-0.3753,3691.596922359273,420.4985890146624,0.3982822895050049,0.2902494331065775,2239.453125
351,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,1959.248380335366,1679.58984375,5254.1015625,1.5604,0.10705,0.04267,-21.257,1.7932,-0.032721,0.3266,-21.14,1.9573,0.11902,0.035065,-21.17,2.0307,-0.17094,-0.19273,0.013428,0.15674,-0.092663,-0.078468,0.0079015,-0.079654,-0.075098,-0.25586,3673.247834197575,645.4918031145584,0.4441517889499664,0.348299319727893,3574.51171875
354,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,1916.266006097561,1722.65625,5383.30078125,2.144,-0.21057,0.32321,-21.071,2.3632,0.23129,0.18138,-20.946,1.8999,0.12674,0.64955,-20.505,2.4854,0.2277,-0.060939,0.091541,0.1138,0.14609,-0.12805,0.36635,0.18319,-0.17045,-0.28433,3886.043795892106,798.6559514683831,0.5341187119483948,0.3134693877550987,3660.64453125
362,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,2928.34756097561,2756.25,5211.03515625,1.0606,0.17194,0.60964,-21.437,0.9999,0.088299,0.37162,-21.793,1.36,-0.12737,0.1624,-22.276,0.93595,0.11114,0.61038,-0.19893,-0.041551,-0.020266,0.00024681,-0.36241,-0.18167,0.16108,0.343,3860.079316633384,519.1611324900182,0.4867027997970581,0.3366893424036306,2454.78515625
369,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,2002.293778582317,1701.123046875,5038.76953125,2.2002,-0.098469,0.38552,-21.832,1.9531,-0.08884,0.50435,-22.443,2.0514,-0.16118,0.58486,-22.323,1.9123,-0.32071,0.44534,-0.04478,-0.095948,-0.074081,0.019942,-0.11868,0.053978,-0.084583,-0.12918,3696.062442459383,726.870422418466,0.5347205400466919,0.3715192743764177,3337.646484375
373,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,2497.116282393293,1744.189453125,5211.03515625,1.5839,-0.067954,-0.1622,-21.575,1.9243,0.10171,-0.45719,-21.26,1.7236,0.23292,0.1964,-21.682,1.7803,-0.23268,-0.061218,-0.23259,0.065473,-0.054908,0.033659,0.084496,-0.14185,-0.31763,0.01869,3766.402467794801,785.5125359309299,0.5817247629165649,0.3831292517006801,3466.845703125
374,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,2842.340796493902,2799.31640625,5060.302734375,0.7793,0.070153,-0.23071,-22.999,1.0247,0.15928,-0.051877,-22.713,1.2563,-0.22151,0.72013,-22.663,0.97013,0.20353,0.11074,0.17566,0.063609,0.04446,0.11382,-0.070999,-0.26575,0.16795,-0.39412,3859.652726817648,515.8693927905928,0.5353156924247742,0.3366893424036235,2260.986328125
378,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,2174.349323551829,1658.056640625,5081.8359375,1.9146,-0.134,0.14375,-21.662,1.6562,0.27281,0.48342,-22.519,2.0998,-0.20015,-0.03352,-21.749,1.4313,-0.35803,0.17556,0.032784,-0.16108,-0.074676,0.010602,0.29259,-0.20505,-0.28235,-0.065296,3635.2235104407,683.1545463165444,0.5287635922431946,0.3366893424036235,3423.779296875
384,JAGUAS253_20121114_082107.wav,Hyloxalus,0.0,4349.70703125,4801.904296875,2.6589,-0.60639,0.22385,-30.817,0.64341,-0.4363,0.62345,-32.079,0.27155,-0.61835,0.11317,-31.637,1.1711,-0.01744,-0.57279,0.26477,-0.49593,0.19632,-0.26555,-0.58597,1.4575,0.21541,-0.54278,4584.554356910351,85.89081373399574,0.5469157099723816,0.2089795918367372,452.197265625
386,JAGUAS253_20121114_082107.wav,Hyloxalus,4457.331030868902,4414.306640625,4801.904296875,-0.67334,0.41159,-0.058638,-30.637,0.22545,0.92741,-0.82631,-26.855,0.75374,-0.71293,-0.40218,-29.902,0.58248,0.95755,-0.25856,0.17695,0.41861,0.18199,-0.066639,-1.4216,-0.53503,0.57733,0.45565,4623.130566098727,74.22777119529363,0.4942649900913239,0.3018594104308363,387.59765625
392,JAGUAS253_20121114_082107.wav,Hyloxalus,4564.849990472561,4371.240234375,4823.4375,0.18296,-0.083107,0.49663,-32.406,0.54524,0.9288,-0.18779,-29.736,-0.43815,-1.1597,0.52831,-29.635,-0.25316,-0.18553,0.63151,-0.053869,-0.14537,-0.03414,0.04496,1.5168,-0.088644,-0.018844,0.39382,4635.011087481364,77.94375106527433,0.4293949604034424,0.2670294784580491,452.197265625
394,JAGUAS253_20121114_082107.wav,Hyloxalus,4414.222608612805,4328.173828125,4844.970703125,-0.29963,-0.0094992,0.59371,-28.641,1.294,-0.84384,0.16924,-28.731,0.10043,0.42427,-0.27768,-28.653,0.83166,-0.38513,0.104,-0.041917,0.3771,-0.12521,-0.16324,0.09619,-0.4312,0.012477,0.40308,4627.422247168051,94.57789857015231,0.4842788279056549,0.3134693877550987,516.796875
395,JAGUAS253_20121114_082107.wav,Hyloxalus,4607.874380716464,4371.240234375,4866.50390625,0.4649,-0.16328,-0.30903,-28.486,0.76236,-0.25239,-0.10899,-30.625,-1.4754,0.73644,0.90976,-26.621,-1.5192,-0.13945,0.83011,0.38207,-0.66137,0.0079416,0.37971,2.3619,-0.17064,-0.39339,-0.13985,4655.120774105279,100.2456148655103,0.5600021481513977,0.3947392290249425,495.263671875
396,JAGUAS253_20121114_082107.wav,Ramphocelus dimidiatus,2906.81435785061,2734.716796875,5017.236328125,1.1713,0.30699,0.18429,-21.543,1.1414,-0.15321,0.15975,-20.775,1.5708,-0.09014,0.53136,-21.301,1.2771,0.018077,-0.18279,0.084752,0.035266,-0.096303,-0.12236,-0.26939,-0.13189,0.28421,-0.3448,4018.714479435475,582.066899511171,0.4596482515335083,0.4760090702947863,2282.51953125
398,JAGUAS253_20121114_082107.wav,Hyloxalus,4822.933307926829,4306.640625,4888.037109375,-0.94213,-0.19748,0.62638,-27.459,-0.017199,0.30917,0.20263,-30.257,-0.055837,0.39613,0.72353,-29.544,0.091725,1.1549,0.57353,-0.19319,0.34462,0.45078,-0.017616,-0.39684,-0.38868,0.12605,0.13687,4645.926736226057,103.4115634060608,0.4429691433906555,0.2786394557823186,581.396484375
399,JAGUAS253_20121114_082107.wav,Hyloxalus,4693.692073170731,4134.375,4888.037109375,0.23716,-0.18526,-0.69319,-29.605,1.2059,0.56098,-0.37787,-28.743,0.51814,0.73156,0.31918,-28.588,-0.17527,0.35821,0.17102,0.25469,-0.13748,0.18116,0.28807,0.20366,-0.83109,-0.5598,-0.23174,4618.189611357423,151.1287822169746,0.4564569890499115,0.2786394557823115,753.662109375
400,JAGUAS253_20121114_082107.wav,Hyloxalus,4779.971941692073,4371.240234375,4888.037109375,1.0412,-0.18708,-0.45046,-30.819,0.13102,1.0165,0.20681,-30.085,-1.2701,1.0135,1.0686,-29.344,-0.22396,-0.32283,0.090178,-0.037907,-0.42172,-0.04525,0.18021,1.165,0.97818,-1.2699,-0.81785,4651.039150706103,106.6445913287607,0.5287003517150879,0.290249433106581,516.796875
401,JAGUAS253_20121114_082107.wav,Hyloxalus,4521.846608231707,4392.7734375,4909.5703125,-1.4034,-0.086752,0.018795,-29.697,-0.029655,0.26434,-0.27169,-30.282,0.65172,-0.70374,-0.52491,-27.442,0.84427,0.072306,-0.14935,1.2715,0.74923,0.053019,-0.056047,0.64006,-0.59061,0.21247,0.33302,4661.798833705659,106.5805365073924,0.5381126999855042,0.3134693877550987,516.796875
403,JAGUAS253_20121114_082107.wav,Hyloxalus,4370.988138338415,4112.841796875,4844.970703125,-0.68591,-0.57014,-0.46948,-29.884,0.38797,0.58907,0.013141,-28.933,0.92708,0.33925,-0.30443,-28.923,-0.10961,-0.59814,-0.055542,0.24198,0.1921,-0.0093323,0.13798,0.12249,-1.0553,-1.0483,-0.11687,4581.459868909129,140.5712868061796,0.4912011623382568,0.3018594104308363,732.12890625
406,JAGUAS253_20121114_083107.wav,Hyloxalus,4435.608755716464,4198.974609375,5038.76953125,0.63164,-0.37238,-0.27942,-23.372,0.8853,-0.062,-0.79713,-23.782,0.61623,-0.64206,0.3794,-24.097,0.7703,-0.63635,-0.16067,-0.13849,0.04622,-0.08799,0.039585,-0.3124,-0.049791,-0.15234,-0.011182,4559.515747960369,170.9650997852325,0.4746626615524292,0.5340589569161001,839.794921875
414,JAGUAS253_20121114_083107.wav,Basileuterus sp,8396.07950647866,6481.494140625,10637.40234375,0.6209,-0.73043,-0.030479,-0.43749,0.63455,-0.771,0.024702,-0.46593,0.75242,-0.90034,0.14862,-0.46248,0.66546,-0.42404,-0.12128,0.038613,0.014852,0.10213,-0.030268,-0.068687,-0.050303,0.25844,-0.16254,8215.395779495579,993.4184471209854,0.4383725225925446,1.044897959183674,4155.908203125
418,JAGUAS253_20121114_083107.wav,Hyloxalus,4392.60537347561,4220.5078125,4952.63671875,-0.025817,0.44392,-0.014343,-26.224,0.57271,0.16307,-0.36755,-23.69,-0.17652,0.26161,-0.11121,-24.715,0.3765,-0.39254,0.20932,0.17484,0.13411,-0.27882,0.074554,-0.020582,-0.02275,-0.18665,0.33687,4597.409463545263,139.0493726129567,0.450365424156189,0.41795918367347,732.12890625
421,JAGUAS253_20121114_083107.wav,Hyloxalus,4435.608755716464,4198.974609375,4974.169921875,0.97895,-0.39947,-0.21872,-25.69,-0.46659,0.94206,0.013382,-24.253,0.64898,0.11203,0.18569,-25.897,0.043616,-0.37495,-0.52925,-0.49828,-0.31178,0.0081747,-0.10351,-0.17848,0.42009,-0.91425,-0.47352,4606.404028502926,155.1478677780898,0.4416683912277222,0.452789115646258,775.1953125
423,JAGUAS253_20121114_083107.wav,Hyloxalus,4349.622999237805,4263.57421875,4974.169921875,0.096321,0.2467,0.54722,-25.271,0.82822,-0.0077079,0.19039,-24.679,0.0057399,0.45378,0.24612,-24.468,0.61412,0.32018,-0.01773,-0.034324,0.1726,0.024495,-0.18832,0.55857,-0.061763,0.060403,0.046494,4589.362268372879,148.5169049869376,0.4668835401535034,0.41795918367347,710.595703125
425,JAGUAS253_20121114_083107.wav,Basileuterus sp,7664.034632240854,5835.498046875,10443.603515625,1.4663,-1.0682,0.23579,0.85102,1.3517,-0.98331,0.023646,1.1082,1.3615,-0.83518,-0.063089,0.88604,1.4076,-0.92387,-0.08342,0.046447,-0.019585,0.048123,-0.1064,-0.16325,0.080385,-0.086812,0.095907,8231.558399317462,1075.73504174141,0.4125043451786041,1.474467120181407,4608.10546875
433,JAGUAS253_20121114_083107.wav,Basileuterus sp,8804.83222179878,6503.02734375,10615.869140625,0.6233,-0.90621,0.36792,-0.55779,0.76807,-0.77212,-0.046869,-0.14909,0.34553,-0.67851,0.03782,-0.48241,0.52715,-0.88516,0.036031,0.010074,-0.032051,0.0070142,-0.11063,-0.14408,0.018425,-0.17037,0.2065,8438.267378953748,958.1665683360284,0.344047337770462,1.126167800453516,4112.841796875
450,JAGUAS253_20121114_083107.wav,Hyloxalus,4328.026772103659,4177.44140625,4974.169921875,0.88036,0.35441,0.41941,-27.259,0.76503,0.082695,0.085852,-27.485,0.56394,-0.34268,-0.40969,-26.329,0.23502,-0.75491,-0.33193,0.20898,-0.21511,-0.36977,-0.25045,0.72945,-0.1068,-0.070258,0.20567,4579.307121127793,156.0592734438854,0.4396944940090179,0.3831292517006801,796.728515625
452,JAGUAS253_20121114_083107.wav,Basileuterus sp,7728.508193597561,5770.8984375,10551.26953125,1.1652,-1.0079,0.049086,0.9666,1.0891,-0.9387,-0.057447,1.1656,1.0825,-0.82519,-0.1417,1.2713,1.2443,-0.88859,-0.010413,0.036121,0.026375,0.039777,-0.019833,0.15104,0.11899,-0.06631,0.11891,7860.299806062537,1220.116925448749,0.4782217442989349,1.695056689342405,4780.37109375
456,JAGUAS253_20121114_083107.wav,Hyloxalus,4457.03691882622,4112.841796875,4952.63671875,-0.51169,-0.050635,-0.041889,-26.634,-0.096215,-0.73948,0.32725,-25.706,-0.088494,-0.70091,0.040719,-27.075,-0.090777,0.024995,0.23931,-0.469,0.14031,0.02521,0.093733,-0.20189,-0.20888,0.70737,-0.085272,4542.816758771955,162.7700252203036,0.4556012749671936,0.3715192743764177,839.794921875
457,JAGUAS253_20121114_083107.wav,Hyloxalus,4112.778772865854,4048.2421875,5469.43359375,0.80931,0.54595,-0.29283,-21.937,0.992,0.25282,-0.2462,-21.952,0.8655,-0.087359,-0.014757,-22.53,0.11359,0.39949,0.35115,0.0080494,-0.23191,-0.04882,0.21466,-0.59835,-0.4673,0.38999,0.15963,4610.836152280935,277.7971245234575,0.3935619294643402,0.3831292517006801,1421.19140625
462,JAGUAS253_20121114_083107.wav,Basileuterus sp,8309.988709984756,6438.427734375,10529.736328125,0.57558,-0.90505,0.21997,0.80985,0.71612,-0.70739,0.16736,0.56761,0.72289,-0.65923,-0.045421,0.51071,0.64507,-0.82837,-0.017352,-0.073321,0.023163,0.02556,-0.079108,-0.068041,-0.10919,-0.18341,0.04034,8382.62080240587,963.1339385543182,0.4445548057556152,1.648616780045352,4091.30859375
468,JAGUAS253_20121114_083107.wav,Basileuterus sp,8288.518530868903,6481.494140625,10702.001953125,0.90259,-0.95769,0.2883,1.4321,0.8504,-1.0244,0.20366,0.95095,0.80945,-1.0523,0.11994,1.2676,0.89362,-1.2038,0.28769,-0.074801,-0.0029913,-0.08205,-0.00020357,0.18833,0.068181,-0.042372,0.1262,8399.621829562862,963.2895496277796,0.3914630115032196,1.83437641723356,4220.5078125
471,JAGUAS253_20121114_083107.wav,Basileuterus sp,8396.07950647866,6481.494140625,10680.46875,0.71713,-1.1324,0.41111,1.2812,0.96068,-1.078,0.51133,1.2426,1.1752,-1.1652,0.25852,1.1199,0.87822,-1.2887,0.25587,-0.023683,0.053695,-0.052083,-0.051746,-0.10648,-0.27028,-0.088959,-0.051434,8371.490002331713,928.4964112672011,0.4191933870315552,1.880816326530613,4198.974609375
477,JAGUAS253_20121114_083107.wav,Basileuterus sp,8115.706697789634,5749.365234375,10745.068359375,1.1868,-1.0367,-0.10325,1.2818,1.1373,-0.99426,-0.021993,1.1645,1.1932,-0.85096,0.24032,1.252,1.2009,-0.9291,-0.059815,-0.039244,0.0047292,0.035868,0.014478,0.087762,0.028594,-0.060295,-0.19069,7885.741414240241,1101.425244196526,0.3671734929084778,1.75310657596372,4995.703125
480,JAGUAS253_20121114_083107.wav,Sing bird 1,2949.460604039634,2347.119140625,5340.234375,2.0288,0.037936,0.61664,-17.938,1.916,-0.12958,0.76197,-17.114,2.1563,-0.27412,0.37591,-17.318,1.6759,-0.55098,0.50815,0.011014,-0.11765,-0.19631,-0.036164,0.19121,-0.1838,-0.054678,-0.0065411,3941.560617505057,653.4779007669271,0.412855476140976,0.7662585034013603,2993.115234375
490,JAGUAS253_20121114_083107.wav,Sing bird 1,2562.094035823171,2196.38671875,5297.16796875,1.8599,-0.032366,0.19912,-19.345,1.9361,0.056193,0.15298,-18.824,1.3925,0.11312,0.075102,-18.697,1.6427,-0.016146,-0.21326,-0.1375,-0.072389,0.0054067,-0.13746,0.59373,0.087038,-0.10891,-0.12111,3686.990970461135,643.6481924310908,0.4161770343780518,0.6037188208616797,3100.78125
493,JAGUAS253_20121114_083107.wav,Basileuterus sp,8030.414205411585,6524.560546875,9991.40625,0.95006,-0.51255,-0.099732,-5.6331,0.64727,-0.42829,-0.080361,-6.1163,0.80511,-0.95986,-0.13763,-6.1342,0.97216,-0.36914,0.10971,-0.14064,0.0073692,0.047805,0.069813,-0.048496,0.23492,0.25323,0.11398,8539.999676409849,765.5723095826385,0.3906069099903107,0.5921088435374102,3466.845703125
500,JAGUAS253_20121114_083107.wav,Basileuterus sp,8762.333031631098,7041.357421875,10508.203125,0.16079,-0.4229,-0.030955,-3.3512,0.1177,-0.65224,0.22889,-3.4482,0.046967,-0.57312,0.16114,-3.3996,-0.027681,-0.59728,-0.19236,-0.01921,-0.062825,-0.058127,-0.053801,0.028877,-0.015777,0.10259,-0.30667,8822.756518824084,745.3097108242653,0.5165995359420776,0.9171882086167855,3466.845703125
502,JAGUAS253_20121114_083107.wav,Basileuterus sp,7384.985327743902,6459.9609375,9883.740234375,1.2389,-0.36757,0.022121,-2.8326,0.82806,-0.53318,-0.10236,-2.7657,0.87298,-0.64588,0.14058,-2.8272,1.2227,-0.38903,0.18379,0.099721,-0.0054207,-0.0071527,0.053888,-0.17762,0.38028,0.21123,0.083842,7859.407904687841,923.270415141928,0.4706869423389435,1.126167800453516,3423.779296875
504,JAGUAS253_20121114_083107.wav,Sing bird 1,2949.439596036585,2325.5859375,5254.1015625,1.337,0.062568,0.41661,-18.245,1.4733,0.231,0.16524,-18.502,1.3813,0.32626,0.20076,-18.777,1.3652,0.40025,0.23813,0.14819,0.0094078,0.11256,-0.059492,-0.6259,-0.076196,-0.047223,0.14437,3777.909264889183,646.3678286787591,0.428582489490509,0.6153287981859421,2928.515625
528,JAGUAS253_20121114_084107.wav,Hyloxalus,4543.421827362805,4457.373046875,4823.4375,1.7007,-0.5022,0.16801,-30.159,0.51683,-0.028761,0.081373,-30.077,0.085208,-0.10975,-0.6143,-29.751,-0.49285,0.25114,-0.53397,0.029613,-0.73118,0.25111,-0.23399,0.32278,0.3029,-0.056272,0.083479,4698.365681070452,69.29877751291828,0.4353636801242828,0.2438095238095238,366.064453125
529,JAGUAS253_20121114_084107.wav,Call bird 2,4004.860661204269,3682.177734375,7170.556640625,1.9979,0.31691,1.0536,-13.942,2.368,-0.093109,0.34062,-14.162,2.56,-0.079691,0.29457,-13.829,1.8734,-0.051823,0.18494,0.095648,-0.041511,-0.12291,-0.28956,0.079864,-0.52832,0.21894,0.30168,5518.066254503356,616.7600346414192,0.3794967532157898,0.3599092970521542,3488.37890625
